label,responseCode,responseMessage,threadName,success,grpThreads,allThreads
Honor 5X Details ,200,OK,Thread Group 1-63,true,193,193
Country Select,200,OK,Thread Group 1-186,true,193,193
Honor 5X Details ,200,OK,Thread Group 1-53,true,193,193
AddToBasketPage,200,OK,Thread Group 1-9,true,193,193
Country Select,200,OK,Thread Group 1-10,true,193,193
BasketPage,200,OK,Thread Group 1-86,true,193,193
UK Page,200,OK,Thread Group 1-170,true,194,194
Honor 5X Details ,200,OK,Thread Group 1-173,true,194,194
Honor 5X Details ,200,OK,Thread Group 1-116,true,194,194
Honor 5X Details ,200,OK,Thread Group 1-183,true,194,194
Country Select,200,OK,Thread Group 1-182,true,194,194
Country Select,200,OK,Thread Group 1-188,true,194,194
AddToBasketPage,200,OK,Thread Group 1-144,true,194,194
BasketPage,200,OK,Thread Group 1-16,true,194,194
BasketPage,200,OK,Thread Group 1-62,true,194,194
BasketPage,200,OK,Thread Group 1-113,true,194,194
UK Page,200,OK,Thread Group 1-23,true,194,194
BasketPage,200,OK,Thread Group 1-163,true,194,194
Honor 5X Details ,200,OK,Thread Group 1-165,true,194,194
Country Select,200,OK,Thread Group 1-148,true,194,194
UK Page,200,OK,Thread Group 1-179,true,194,194
BasketPage,200,OK,Thread Group 1-68,true,194,194
Chekout-Auth,200,OK,Thread Group 1-133,true,194,194
Honor 5X Details ,200,OK,Thread Group 1-100,true,194,194
UK Page,200,OK,Thread Group 1-121,true,194,194
UK Page,200,OK,Thread Group 1-95,true,194,194
BasketPage,200,OK,Thread Group 1-103,true,194,194
Country Select,200,OK,Thread Group 1-138,true,194,194
Honor 5X Details ,200,OK,Thread Group 1-119,true,194,194
BasketPage,200,OK,Thread Group 1-97,true,194,194
AddToBasketPage,200,OK,Thread Group 1-43,true,194,194
UK Page,200,OK,Thread Group 1-184,true,194,194
Honor 5X Details ,200,OK,Thread Group 1-101,true,194,194
BasketPage,200,OK,Thread Group 1-40,true,194,194
UK Page,200,OK,Thread Group 1-98,true,194,194
AddToBasketPage,200,OK,Thread Group 1-42,true,194,194
AddToBasketPage,200,OK,Thread Group 1-178,true,194,194
BasketPage,200,OK,Thread Group 1-175,true,194,194
AddToBasketPage,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-53,false,194,194
BasketPage,200,OK,Thread Group 1-3,true,194,194
AddToBasketPage,200,OK,Thread Group 1-169,true,194,194
UK Page,200,OK,Thread Group 1-185,true,194,194
UK Page,200,OK,Thread Group 1-92,true,194,194
Chekout-Auth,200,OK,Thread Group 1-88,true,194,194
BasketPage,200,OK,Thread Group 1-172,true,194,194
UK Page,200,OK,Thread Group 1-91,true,194,194
Country Select,200,OK,Thread Group 1-189,true,195,195
Country Select,200,OK,Thread Group 1-64,true,195,195
Country Select,200,OK,Thread Group 1-18,true,195,195
UK Page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-18,false,195,195
Honor 5X Details ,200,OK,Thread Group 1-112,true,196,196
Chekout-Auth,200,OK,Thread Group 1-1,true,196,196
BasketPage,200,OK,Thread Group 1-115,true,196,196
BasketPage,200,OK,Thread Group 1-67,true,197,197
AddToBasketPage,200,OK,Thread Group 1-122,true,197,197
Chekout-Auth,200,OK,Thread Group 1-5,true,197,197
AddToBasketPage,200,OK,Thread Group 1-75,true,197,197
Country Select,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host closed connection during handshake,Thread Group 1-128,false,197,197
Honor 5X Details ,200,OK,Thread Group 1-153,true,197,197
AddToBasketPage,200,OK,Thread Group 1-7,true,198,198
Country Select,200,OK,Thread Group 1-191,true,198,198
Chekout-Auth,200,OK,Thread Group 1-69,true,198,198
BasketPage,200,OK,Thread Group 1-42,true,198,198
UK Page,200,OK,Thread Group 1-189,true,198,198
Chekout-Auth,200,OK,Thread Group 1-72,true,198,198
Chekout-Auth,200,OK,Thread Group 1-111,true,198,198
Country Select,200,OK,Thread Group 1-133,true,198,198
Country Select,200,OK,Thread Group 1-2,true,198,198
Country Select,200,OK,Thread Group 1-88,true,198,198
BasketPage,200,OK,Thread Group 1-59,true,198,198
Chekout-Auth,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-59,false,198,198
AddToBasketPage,200,OK,Thread Group 1-101,true,198,198
UK Page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-2,false,198,198
AddToBasketPage,200,OK,Thread Group 1-63,true,198,198
Honor 5X Details ,200,OK,Thread Group 1-31,true,198,198
AddToBasketPage,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-31,false,198,198
Country Select,200,OK,Thread Group 1-132,true,198,198
UK Page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-132,false,198,198
BasketPage,200,OK,Thread Group 1-43,true,198,198
UK Page,200,OK,Thread Group 1-57,true,198,198
Chekout-Auth,200,OK,Thread Group 1-45,true,198,198
Chekout-Auth,200,OK,Thread Group 1-62,true,198,198
Honor 5X Details ,200,OK,Thread Group 1-54,true,198,198
Chekout-Auth,200,OK,Thread Group 1-3,true,199,199
AddToBasketPage,200,OK,Thread Group 1-119,true,199,199
UK Page,200,OK,Thread Group 1-64,true,199,199
UK Page,200,OK,Thread Group 1-139,true,199,199
Country Select,200,OK,Thread Group 1-192,true,199,199
AddToBasketPage,200,OK,Thread Group 1-112,true,199,199
AddToBasketPage,200,OK,Thread Group 1-147,true,199,199
Chekout-Auth,200,OK,Thread Group 1-86,true,199,199
BasketPage,200,OK,Thread Group 1-9,true,199,199
Chekout-Auth,200,OK,Thread Group 1-175,true,199,199
BasketPage,200,OK,Thread Group 1-144,true,199,199
UK Page,200,OK,Thread Group 1-182,true,199,199
Chekout-Auth,200,OK,Thread Group 1-42,true,199,199
AddToBasketPage,200,OK,Thread Group 1-153,true,199,199
BasketPage,200,OK,Thread Group 1-105,true,199,199
BasketPage,200,OK,Thread Group 1-108,true,199,199
Chekout-Auth,200,OK,Thread Group 1-97,true,200,200
AddToBasketPage,200,OK,Thread Group 1-39,true,200,200
AddToBasketPage,200,OK,Thread Group 1-116,true,200,200
BasketPage,200,OK,Thread Group 1-90,true,200,200
BasketPage,200,OK,Thread Group 1-136,true,200,200
AddToBasketPage,200,OK,Thread Group 1-89,true,201,201
AddToBasketPage,200,OK,Thread Group 1-73,true,201,201
AddToBasketPage,200,OK,Thread Group 1-30,true,201,201
Country Select,200,OK,Thread Group 1-29,true,201,201
UK Page,200,OK,Thread Group 1-188,true,201,201
Chekout-Auth,200,OK,Thread Group 1-172,true,201,201
Chekout-Auth,200,OK,Thread Group 1-144,true,201,201
Chekout-Auth,200,OK,Thread Group 1-103,true,200,200
UK Page,200,OK,Thread Group 1-187,true,200,200
Chekout-Auth,200,OK,Thread Group 1-163,true,200,200
Country Select,200,OK,Thread Group 1-195,true,201,201
Chekout-Auth,200,OK,Thread Group 1-143,true,201,201
UK Page,200,OK,Thread Group 1-191,true,201,201
Chekout-Auth,200,OK,Thread Group 1-115,true,201,201
AddToBasketPage,200,OK,Thread Group 1-161,true,201,201
Country Select,200,OK,Thread Group 1-5,true,201,201
Country Select,200,OK,Thread Group 1-45,true,201,201
Chekout-Auth,200,OK,Thread Group 1-52,true,201,201
Honor 5X Details ,200,OK,Thread Group 1-184,true,201,201
AddToBasketPage,200,OK,Thread Group 1-100,true,201,201
Chekout-Auth,200,OK,Thread Group 1-68,true,201,201
Country Select,200,OK,Thread Group 1-62,true,200,200
BasketPage,200,OK,Thread Group 1-106,true,200,200
UK Page,200,OK,Thread Group 1-190,true,201,201
Chekout-Auth,200,OK,Thread Group 1-114,true,201,201
Honor 5X Details ,200,OK,Thread Group 1-162,true,201,201
Honor 5X Details ,200,OK,Thread Group 1-154,true,201,201
AddToBasketPage,200,OK,Thread Group 1-54,true,200,200
Country Select,200,OK,Thread Group 1-42,true,201,201
BasketPage,200,OK,Thread Group 1-147,true,201,201
Country Select,200,OK,Thread Group 1-111,true,201,201
Honor 5X Details ,200,OK,Thread Group 1-61,true,201,201
Country Select,200,OK,Thread Group 1-72,true,201,201
AddToBasketPage,200,OK,Thread Group 1-96,true,201,201
UK Page,200,OK,Thread Group 1-88,true,201,201
AddToBasketPage,200,OK,Thread Group 1-183,true,201,201
Country Select,200,OK,Thread Group 1-59,true,201,201
BasketPage,200,OK,Thread Group 1-12,true,201,201
Honor 5X Details ,200,OK,Thread Group 1-137,true,201,201
Honor 5X Details ,200,OK,Thread Group 1-74,true,201,201
BasketPage,200,OK,Thread Group 1-112,true,201,201
Country Select,200,OK,Thread Group 1-69,true,201,201
Chekout-Auth,200,OK,Thread Group 1-43,true,201,201
BasketPage,200,OK,Thread Group 1-101,true,201,201
Country Select,200,OK,Thread Group 1-3,true,201,201
UK Page,200,OK,Thread Group 1-107,true,201,201
Honor 5X Details ,200,OK,Thread Group 1-155,true,201,201
Chekout-Auth,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-12,false,201,201
BasketPage,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-30,false,201,201
UK Page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-29,false,201,201
AddToBasketPage,200,OK,Thread Group 1-173,true,201,201
Chekout-Auth,200,OK,Thread Group 1-67,true,201,201
Chekout-Auth,200,OK,Thread Group 1-16,true,201,201
Honor 5X Details ,200,OK,Thread Group 1-189,true,201,201
Honor 5X Details ,200,OK,Thread Group 1-174,true,202,202
Honor 5X Details ,200,OK,Thread Group 1-82,true,202,202
Country Select,200,OK,Thread Group 1-97,true,202,202
Chekout-Auth,200,OK,Thread Group 1-140,true,202,202
Honor 5X Details ,200,OK,Thread Group 1-159,true,202,202
Country Select,200,OK,Thread Group 1-193,true,202,202
Chekout-Auth,200,OK,Thread Group 1-40,true,202,202
Country Select,200,OK,Thread Group 1-175,true,203,203
UK Page,200,OK,Thread Group 1-186,true,203,203
BasketPage,200,OK,Thread Group 1-178,true,203,203
Country Select,200,OK,Thread Group 1-176,true,203,203
BasketPage,200,OK,Thread Group 1-169,true,203,203
AddToBasketPage,200,OK,Thread Group 1-165,true,203,203
BasketPage,200,OK,Thread Group 1-134,true,203,203
Honor 5X Details ,200,OK,Thread Group 1-70,true,203,203
Honor 5X Details ,200,OK,Thread Group 1-48,true,203,203
BasketPage,200,OK,Thread Group 1-122,true,203,203
AddToBasketPage,200,OK,Thread Group 1-118,true,203,203
Honor 5X Details ,200,OK,Thread Group 1-158,true,203,203
Country Select,200,OK,Thread Group 1-43,true,203,203
UK Page,200,OK,Thread Group 1-148,true,203,203
Country Select,200,OK,Thread Group 1-1,true,203,203
Chekout-Auth,200,OK,Thread Group 1-108,true,203,203
AddToBasketPage,200,OK,Thread Group 1-78,true,203,203
AddToBasketPage,200,OK,Thread Group 1-189,true,203,203
Chekout-Auth,200,OK,Thread Group 1-34,true,203,203
Country Select,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-34,false,203,203
Country Select,200,OK,Thread Group 1-21,true,203,203
UK Page,200,OK,Thread Group 1-195,true,204,204
AddToBasketPage,200,OK,Thread Group 1-11,true,204,204
BasketPage,200,OK,Thread Group 1-161,true,204,204
UK Page,200,OK,Thread Group 1-127,true,204,204
Honor 5X Details ,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-127,false,204,204
AddToBasketPage,200,OK,Thread Group 1-152,true,204,204
BasketPage,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-152,false,204,204
Chekout-Auth,200,OK,Thread Group 1-147,true,204,204
BasketPage,200,OK,Thread Group 1-173,true,204,204
Country Select,200,OK,Thread Group 1-144,true,204,204
Country Select,200,OK,Thread Group 1-115,true,204,204
BasketPage,200,OK,Thread Group 1-75,true,204,204
BasketPage,200,OK,Thread Group 1-31,true,204,204
UK Page,200,OK,Thread Group 1-138,true,204,204
AddToBasketPage,200,OK,Thread Group 1-137,true,204,204
Honor 5X Details ,200,OK,Thread Group 1-64,true,204,204
Chekout-Auth,200,OK,Thread Group 1-30,true,204,204
AddToBasketPage,200,OK,Thread Group 1-6,true,205,205
BasketPage,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-6,false,205,205
AddToBasketPage,200,OK,Thread Group 1-162,true,205,205
UK Page,200,OK,Thread Group 1-46,true,205,205
BasketPage,200,OK,Thread Group 1-85,true,205,205
Honor 5X Details ,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-46,false,205,205
AddToBasketPage,200,OK,Thread Group 1-159,true,205,205
AddToBasketPage,200,OK,Thread Group 1-184,true,205,205
Country Select,200,OK,Thread Group 1-199,true,205,205
Chekout-Auth,200,OK,Thread Group 1-136,true,205,205
Country Select,200,OK,Thread Group 1-12,true,205,205
AddToBasketPage,200,OK,Thread Group 1-154,true,205,205
Country Select,200,OK,Thread Group 1-114,true,205,205
BasketPage,200,OK,Thread Group 1-63,true,205,205
BasketPage,200,OK,Thread Group 1-39,true,205,205
UK Page,200,OK,Thread Group 1-43,true,205,205
UK Page,200,OK,Thread Group 1-51,true,205,205
Chekout-Auth,200,OK,Thread Group 1-105,true,205,205
AddToBasketPage,200,OK,Thread Group 1-74,true,206,206
UK Page,200,OK,Thread Group 1-5,true,206,206
Chekout-Auth,200,OK,Thread Group 1-112,true,206,206
Country Select,200,OK,Thread Group 1-108,true,206,206
Country Select,200,OK,Thread Group 1-143,true,206,206
BasketPage,200,OK,Thread Group 1-183,true,206,206
UK Page,200,OK,Thread Group 1-59,true,206,206
Chekout-Auth,200,OK,Thread Group 1-134,true,206,206
Country Select,200,OK,Thread Group 1-30,true,206,206
AddToBasketPage,200,OK,Thread Group 1-70,true,206,206
Honor 5X Details ,200,OK,Thread Group 1-123,true,207,207
AddToBasketPage,200,OK,Thread Group 1-82,true,207,207
Country Select,200,OK,Thread Group 1-16,true,206,206
UK Page,200,OK,Thread Group 1-93,true,206,206
Country Select,200,OK,Thread Group 1-197,true,207,207
Honor 5X Details ,200,OK,Thread Group 1-33,true,206,206
UK Page,200,OK,Thread Group 1-45,true,207,207
Chekout-Auth,200,OK,Thread Group 1-101,true,207,207
UK Page,200,OK,Thread Group 1-1,true,207,207
Honor 5X Details ,200,OK,Thread Group 1-28,true,207,207
Chekout-Auth,200,OK,Thread Group 1-178,true,207,207
Chekout-Auth,200,OK,Thread Group 1-122,true,207,207
AddToBasketPage,200,OK,Thread Group 1-158,true,207,207
UK Page,200,OK,Thread Group 1-10,true,207,207
Country Select,200,OK,Thread Group 1-172,true,207,207
Honor 5X Details ,200,OK,Thread Group 1-160,true,207,207
Country Select,200,OK,Thread Group 1-52,true,207,207
BasketPage,200,OK,Thread Group 1-165,true,207,207
BasketPage,200,OK,Thread Group 1-153,true,207,207
BasketPage,200,OK,Thread Group 1-41,true,207,207
UK Page,200,OK,Thread Group 1-97,true,207,207
Honor 5X Details ,200,OK,Thread Group 1-81,true,207,207
Country Select,200,OK,Thread Group 1-147,true,207,207
UK Page,200,OK,Thread Group 1-47,true,207,207
BasketPage,200,OK,Thread Group 1-78,true,207,207
Honor 5X Details ,200,OK,Thread Group 1-141,true,207,207
Country Select,200,OK,Thread Group 1-40,true,207,207
Country Select,200,OK,Thread Group 1-86,true,207,207
AddToBasketPage,200,OK,Thread Group 1-174,true,207,207
UK Page,200,OK,Thread Group 1-193,true,207,207
Honor 5X Details ,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-93,false,207,207
BasketPage,200,OK,Thread Group 1-89,true,207,207
Chekout-Auth,200,OK,Thread Group 1-9,true,207,207
BasketPage,200,OK,Thread Group 1-119,true,207,207
Country Select,200,OK,Thread Group 1-201,true,207,207
Chekout-Auth,200,OK,Thread Group 1-75,true,207,207
Country Select,200,OK,Thread Group 1-103,true,207,207
UK Page,200,OK,Thread Group 1-3,true,207,207
Chekout-Auth,200,OK,Thread Group 1-173,true,207,207
Country Select,200,OK,Thread Group 1-194,true,207,207
BasketPage,200,OK,Thread Group 1-54,true,207,207
Honor 5X Details ,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-47,false,207,207
BasketPage,200,OK,Thread Group 1-118,true,207,207
Country Select,200,OK,Thread Group 1-68,true,207,207
Honor 5X Details ,200,OK,Thread Group 1-92,true,207,207
UK Page,200,OK,Thread Group 1-199,true,207,207
UK Page,200,OK,Thread Group 1-111,true,207,207
Honor 5X Details ,200,OK,Thread Group 1-142,true,207,207
Honor 5X Details ,200,OK,Thread Group 1-19,true,207,207
Country Select,200,OK,Thread Group 1-200,true,207,207
Honor 5X Details ,200,OK,Thread Group 1-18,true,207,207
Country Select,200,OK,Thread Group 1-67,true,207,207
Honor 5X Details ,200,OK,Thread Group 1-32,true,207,207
Country Select,200,OK,Thread Group 1-140,true,207,207
BasketPage,200,OK,Thread Group 1-96,true,207,207
Honor 5X Details ,200,OK,Thread Group 1-129,true,207,207
Honor 5X Details ,200,OK,Thread Group 1-167,true,207,207
Chekout-Auth,200,OK,Thread Group 1-161,true,207,207
Honor 5X Details ,200,OK,Thread Group 1-149,true,207,207
Chekout-Auth,200,OK,Thread Group 1-44,true,207,207
Honor 5X Details ,200,OK,Thread Group 1-79,true,207,207
Country Select,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-44,false,207,207
Honor 5X Details ,200,OK,Thread Group 1-91,true,207,207
BasketPage,200,OK,Thread Group 1-189,true,207,207
UK Page,200,OK,Thread Group 1-62,true,207,207
Country Select,200,OK,Thread Group 1-204,true,207,207
UK Page,200,OK,Thread Group 1-176,true,208,208
UK Page,200,OK,Thread Group 1-34,true,208,208
BasketPage,200,OK,Thread Group 1-53,true,208,208
BasketPage,200,OK,Thread Group 1-137,true,208,208
BasketPage,200,OK,Thread Group 1-80,true,208,208
Chekout-Auth,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-80,false,208,208
Chekout-Auth,200,OK,Thread Group 1-90,true,208,208
Country Select,200,OK,Thread Group 1-178,true,208,208
Chekout-Auth,200,OK,Thread Group 1-31,true,209,209
Honor 5X Details ,200,OK,Thread Group 1-132,true,209,209
Chekout-Auth,200,OK,Thread Group 1-165,true,209,209
Country Select,200,OK,Thread Group 1-198,true,209,209
AddToBasketPage,200,OK,Thread Group 1-160,true,209,209
Country Select,200,OK,Thread Group 1-112,true,209,209
Honor 5X Details ,200,OK,Thread Group 1-139,true,209,209
UK Page,200,OK,Thread Group 1-175,true,209,209
AddToBasketPage,200,OK,Thread Group 1-64,true,209,209
Chekout-Auth,200,OK,Thread Group 1-54,true,209,209
Honor 5X Details ,200,OK,Thread Group 1-157,true,209,209
BasketPage,200,OK,Thread Group 1-11,true,210,210
Chekout-Auth,200,OK,Thread Group 1-85,true,210,210
AddToBasketPage,200,OK,Thread Group 1-79,true,210,210
AddToBasketPage,200,OK,Thread Group 1-91,true,210,210
BasketPage,200,OK,Thread Group 1-100,true,210,210
Chekout-Auth,200,OK,Thread Group 1-189,true,210,210
BasketPage,200,OK,Thread Group 1-35,true,210,210
Chekout-Auth,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-35,false,210,210
AddToBasketPage,200,OK,Thread Group 1-87,true,210,210
UK Page,200,OK,Thread Group 1-128,true,210,210
Honor 5X Details ,200,OK,Thread Group 1-76,true,210,210
BasketPage,200,OK,Thread Group 1-184,true,210,210
BasketPage,200,OK,Thread Group 1-174,true,210,210
AddToBasketPage,200,OK,Thread Group 1-33,true,210,210
Country Select,200,OK,Thread Group 1-101,true,210,210
Country Select,200,OK,Thread Group 1-90,true,211,211
AddToBasketPage,200,OK,Thread Group 1-18,true,210,210
BasketPage,200,OK,Thread Group 1-154,true,211,211
Honor 5X Details ,200,OK,Thread Group 1-38,true,211,211
Country Select,200,OK,Thread Group 1-165,true,211,211
Country Select,200,OK,Thread Group 1-189,true,211,211
Chekout-Auth,200,OK,Thread Group 1-169,true,211,211
Chekout-Auth,200,OK,Thread Group 1-96,true,211,211
AddToBasketPage,200,OK,Thread Group 1-167,true,210,210
BasketPage,200,OK,Thread Group 1-159,true,210,210
Chekout-Auth,200,OK,Thread Group 1-152,true,210,210
Honor 5X Details ,200,OK,Thread Group 1-151,true,211,211
BasketPage,200,OK,Thread Group 1-116,true,211,211
Country Select,200,OK,Thread Group 1-135,true,211,211
Honor 5X Details ,200,OK,Thread Group 1-191,true,211,211
AddToBasketPage,200,OK,Thread Group 1-155,true,211,211
UK Page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-135,false,211,211
Country Select,200,OK,Thread Group 1-163,true,212,212
BasketPage,200,OK,Thread Group 1-74,true,212,212
Chekout-Auth,200,OK,Thread Group 1-63,true,212,212
Country Select,200,OK,Thread Group 1-75,true,212,212
BasketPage,200,OK,Thread Group 1-158,true,212,212
Country Select,200,OK,Thread Group 1-134,true,212,212
BasketPage,200,OK,Thread Group 1-160,true,212,212
AddToBasketPage,200,OK,Thread Group 1-132,true,212,212
Country Select,200,OK,Thread Group 1-173,true,212,212
Chekout-Auth,200,OK,Thread Group 1-106,true,213,213
Country Select,200,OK,Thread Group 1-85,true,213,213
UK Page,200,OK,Thread Group 1-178,true,213,213
Country Select,200,OK,Thread Group 1-136,true,213,213
UK Page,200,OK,Thread Group 1-115,true,213,213
Country Select,200,OK,Thread Group 1-84,true,213,213
UK Page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-84,false,213,213
AddToBasketPage,200,OK,Thread Group 1-127,true,213,213
BasketPage,200,OK,Thread Group 1-162,true,213,213
Country Select,200,OK,Thread Group 1-161,true,213,213
UK Page,200,OK,Thread Group 1-144,true,214,214
Country Select,200,OK,Thread Group 1-31,true,214,214
Chekout-Auth,200,OK,Thread Group 1-137,true,214,214
AddToBasketPage,200,OK,Thread Group 1-92,true,214,214
BasketPage,200,OK,Thread Group 1-70,true,214,214
UK Page,200,OK,Thread Group 1-12,true,214,214
AddToBasketPage,200,OK,Thread Group 1-129,true,214,214
Country Select,200,OK,Thread Group 1-209,true,214,214
UK Page,200,OK,Thread Group 1-109,true,214,214
AddToBasketPage,200,OK,Thread Group 1-93,true,214,214
AddToBasketPage,200,OK,Thread Group 1-28,true,214,214
Country Select,200,OK,Thread Group 1-122,true,214,214
Country Select,200,OK,Thread Group 1-202,true,214,214
BasketPage,200,OK,Thread Group 1-91,true,215,215
Country Select,200,OK,Thread Group 1-25,true,215,215
AddToBasketPage,200,OK,Thread Group 1-142,true,215,215
UK Page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-25,false,215,215
Honor 5X Details ,200,OK,Thread Group 1-185,true,215,215
Country Select,200,OK,Thread Group 1-105,true,215,215
UK Page,200,OK,Thread Group 1-145,true,216,216
Honor 5X Details ,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-145,false,216,216
UK Page,200,OK,Thread Group 1-67,true,216,216
UK Page,200,OK,Thread Group 1-189,true,216,216
AddToBasketPage,200,OK,Thread Group 1-47,true,216,216
UK Page,200,OK,Thread Group 1-192,true,216,216
UK Page,200,OK,Thread Group 1-42,true,216,216
AddToBasketPage,200,OK,Thread Group 1-149,true,216,216
AddToBasketPage,200,OK,Thread Group 1-81,true,217,217
AddToBasketPage,200,OK,Thread Group 1-141,true,217,217
Chekout-Auth,200,OK,Thread Group 1-153,true,217,217
Chekout-Auth,200,OK,Thread Group 1-89,true,217,217
UK Page,200,OK,Thread Group 1-168,true,217,217
Chekout-Auth,200,OK,Thread Group 1-113,true,217,217
AddToBasketPage,200,OK,Thread Group 1-32,true,217,217
Chekout-Auth,200,OK,Thread Group 1-39,true,217,217
AddToBasketPage,200,OK,Thread Group 1-48,true,217,217
AddToBasketPage,200,OK,Thread Group 1-139,true,217,217
Honor 5X Details ,200,OK,Thread Group 1-2,true,218,218
Country Select,200,OK,Thread Group 1-50,true,218,218
AddToBasketPage,200,OK,Thread Group 1-19,true,218,218
BasketPage,200,OK,Thread Group 1-64,true,219,219
BasketPage,200,OK,Thread Group 1-132,true,219,219
BasketPage,200,OK,Thread Group 1-93,true,217,217
UK Page,200,OK,Thread Group 1-209,true,218,218
Chekout-Auth,200,OK,Thread Group 1-160,true,219,219
UK Page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-50,false,219,219
Chekout-Auth,200,OK,Thread Group 1-100,true,219,219
Country Select,200,OK,Thread Group 1-56,true,219,219
UK Page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-56,false,219,219
AddToBasketPage,200,OK,Thread Group 1-61,true,219,219
Country Select,200,OK,Thread Group 1-96,true,219,219
UK Page,200,OK,Thread Group 1-85,true,219,219
AddToBasketPage,200,OK,Thread Group 1-151,true,219,219
Chekout-Auth,200,OK,Thread Group 1-41,true,219,219
Chekout-Auth,200,OK,Thread Group 1-159,true,219,219
Chekout-Auth,200,OK,Thread Group 1-74,true,219,219
UK Page,200,OK,Thread Group 1-30,true,219,219
AddToBasketPage,200,OK,Thread Group 1-123,true,219,219
Chekout-Auth,200,OK,Thread Group 1-78,true,219,219
Chekout-Auth,200,OK,Thread Group 1-11,true,219,219
Country Select,200,OK,Thread Group 1-63,true,219,219
Honor 5X Details ,200,OK,Thread Group 1-107,true,219,219
BasketPage,200,OK,Thread Group 1-79,true,219,219
Chekout-Auth,200,OK,Thread Group 1-6,true,219,219
Country Select,200,OK,Thread Group 1-205,true,219,219
Country Select,200,OK,Thread Group 1-207,true,219,219
UK Page,200,OK,Thread Group 1-69,true,220,220
Country Select,200,OK,Thread Group 1-169,true,220,220
AddToBasketPage,200,OK,Thread Group 1-191,true,220,220
AddToBasketPage,200,OK,Thread Group 1-38,true,220,220
Country Select,200,OK,Thread Group 1-206,true,220,220
UK Page,200,OK,Thread Group 1-94,true,221,221
BasketPage,200,OK,Thread Group 1-155,true,221,221
Chekout-Auth,200,OK,Thread Group 1-154,true,222,222
UK Page,200,OK,Thread Group 1-165,true,222,222
Country Select,200,OK,Thread Group 1-54,true,222,222
BasketPage,200,OK,Thread Group 1-142,true,222,222
Chekout-Auth,200,OK,Thread Group 1-118,true,223,223
Chekout-Auth,200,OK,Thread Group 1-184,true,224,224
Chekout-Auth,200,OK,Thread Group 1-53,true,224,224
Country Select,200,OK,Thread Group 1-74,true,224,224
UK Page,200,OK,Thread Group 1-72,true,225,225
Honor 5X Details ,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-72,false,225,225
Chekout-Auth,200,OK,Thread Group 1-116,true,227,227
Honor 5X Details ,200,OK,Thread Group 1-164,true,227,227
Country Select,200,OK,Thread Group 1-35,true,227,227
Chekout-Auth,200,OK,Thread Group 1-93,true,230,230
Country Select,200,OK,Thread Group 1-208,true,230,230
UK Page,200,OK,Thread Group 1-140,true,230,230
